NOTICE:  Player ID: 327, Name: Pascale Lambert, Total Points: 28
NOTICE:  Player ID: 135, Name: Reece Bell, Total Points: 3
NOTICE:  Player ID: 391, Name: Madaline Sharpe, Total Points: 20
NOTICE:  Player ID: 207, Name: William Stone, Total Points: 11
NOTICE:  Player ID: 5, Name: Candice Baker, Total Points: 22
NOTICE:  Player ID: 143, Name: Christian Chung, Total Points: 3
NOTICE:  Player ID: 20, Name: Logan Bailey, Total Points: 7
NOTICE:  Player ID: 297, Name: Scott Bowen, Total Points: 28
NOTICE:  Player ID: 338, Name: Tanya Holt, Total Points: 30
NOTICE:  Player ID: 56, Name: Hadassah Duncan, Total Points: 1
NOTICE:  Player ID: 277, Name: Kristina Shannon, Total Points: 24
NOTICE:  Player ID: 243, Name: Gary Cunningham, Total Points: 6
NOTICE:  Player ID: 33, Name: Richard Donovan, Total Points: 4
NOTICE:  Player ID: 301, Name: Thane Snyder, Total Points: 10
NOTICE:  Player ID: 293, Name: Brenna Floyd, Total Points: 0
NOTICE:  Player ID: 70, Name: Aquila Patel, Total Points: 29
NOTICE:  Player ID: 308, Name: Troy Rodriguez, Total Points: 25
NOTICE:  Player ID: 385, Name: Berk Farmer, Total Points: 2
NOTICE:  Player ID: 130, Name: Jack Preston, Total Points: 0
NOTICE:  Player ID: 340, Name: Reed Hobbs, Total Points: 4
NOTICE:  Player ID: 218, Name: Zachary Arnold, Total Points: 21
NOTICE:  Player ID: 241, Name: Francis Hutchinson, Total Points: 1
NOTICE:  Player ID: 367, Name: Derek Carrillo, Total Points: 8
NOTICE:  Player ID: 237, Name: Angela Burns, Total Points: 6
NOTICE:  Player ID: 133, Name: Robert Kirby, Total Points: 26
NOTICE:  Player ID: 372, Name: Jocelyn Guy, Total Points: 11
NOTICE:  Player ID: 124, Name: Anika Decker, Total Points: 13
NOTICE:  Player ID: 425, Name: Cole Morales, Total Points: 6
NOTICE:  Player ID: 343, Name: Bradley Stone, Total Points: 1
NOTICE:  Player ID: 482, Name: Nigel Campos, Total Points: 12
NOTICE:  Player ID: 157, Name: Ori Gibbs, Total Points: 11
NOTICE:  Player ID: 333, Name: Tyler Dixon, Total Points: 7
NOTICE:  Player ID: 92, Name: Kameko Mccall, Total Points: 12
NOTICE:  Player ID: 256, Name: Gabriel Taylor, Total Points: 3
NOTICE:  Player ID: 181, Name: Joshua Evans, Total Points: 12
NOTICE:  Player ID: 205, Name: Tammy Rivera, Total Points: 8
NOTICE:  Player ID: 344, Name: Juliet Dorsey, Total Points: 8
NOTICE:  Player ID: 487, Name: Seth Dotson, Total Points: 5
NOTICE:  Player ID: 193, Name: Brittany Gardner, Total Points: 0
NOTICE:  Player ID: 11, Name: Miranda Bonner, Total Points: 20
NOTICE:  Player ID: 334, Name: Victor Bradley, Total Points: 5
NOTICE:  Player ID: 374, Name: Christopher Wright, Total Points: 8
NOTICE:  Player ID: 61, Name: Danielle Wiley, Total Points: 1
NOTICE:  Player ID: 30, Name: Sydney Lott, Total Points: 18
NOTICE:  Player ID: 263, Name: Samantha Riddle, Total Points: 1
NOTICE:  Player ID: 99, Name: Connie Simmons, Total Points: 26
NOTICE:  Player ID: 277, Name: Kristina Shannon, Total Points: 9
NOTICE:  Player ID: 198, Name: Candice Anthony, Total Points: 7
NOTICE:  Player ID: 1, Name: Callie Nieves, Total Points: 29
NOTICE:  Player ID: 40, Name: Nancy Smith, Total Points: 10
NOTICE:  Player ID: 77, Name: Katie Good, Total Points: 14
NOTICE:  Player ID: 144, Name: Annette Branch, Total Points: 4
NOTICE:  Player ID: 78, Name: Yoshio Dickerson, Total Points: 30
NOTICE:  Player ID: 497, Name: Britanney Vega, Total Points: 9
NOTICE:  Player ID: 348, Name: Miguel Carter, Total Points: 25
NOTICE:  Player ID: 101, Name: Kristi Flores, Total Points: 5
NOTICE:  Player ID: 205, Name: Tammy Rivera, Total Points: 23
NOTICE:  Player ID: 426, Name: Nerea Foster, Total Points: 13
NOTICE:  Player ID: 355, Name: Melinda Acosta, Total Points: 20
NOTICE:  Player ID: 247, Name: Orlando Morgan, Total Points: 5
NOTICE:  Player ID: 343, Name: David Nunez, Total Points: 2
NOTICE:  Player ID: 172, Name: Michael Nelson, Total Points: 7
NOTICE:  Player ID: 342, Name: Ruth Lynn, Total Points: 7
NOTICE:  Player ID: 118, Name: Oscar Ferguson, Total Points: 9
NOTICE:  Player ID: 220, Name: Kibo Garza, Total Points: 18
NOTICE:  Player ID: 74, Name: Cade Thomas, Total Points: 0
NOTICE:  Player ID: 125, Name: Thor Mooney, Total Points: 1
NOTICE:  Player ID: 271, Name: Misty Boone, Total Points: 13
NOTICE:  Player ID: 5, Name: Lysandra Mccormick, Total Points: 11
NOTICE:  Player ID: 71, Name: Angelica Chambers, Total Points: 23
NOTICE:  Player ID: 161, Name: Addison Kim, Total Points: 5
NOTICE:  Player ID: 319, Name: Naomi Petersen, Total Points: 19
NOTICE:  Player ID: 255, Name: Zenia Olsen, Total Points: 19
NOTICE:  Player ID: 316, Name: William Fuller, Total Points: 16
NOTICE:  Player ID: 339, Name: Harold Horne, Total Points: 6
NOTICE:  Player ID: 313, Name: Stephanie Townsend, Total Points: 4
NOTICE:  Player ID: 31, Name: Elliott Saunders, Total Points: 20
NOTICE:  Player ID: 115, Name: Julie Webster, Total Points: 18
NOTICE:  Player ID: 202, Name: Jacqueline Burnett, Total Points: 10
NOTICE:  Player ID: 159, Name: Malcolm Pitts, Total Points: 12
NOTICE:  Player ID: 209, Name: Edward Cuevas, Total Points: 14
NOTICE:  Player ID: 219, Name: Risa Riddle, Total Points: 23
NOTICE:  Player ID: 191, Name: Kirk Bean, Total Points: 0
NOTICE:  Player ID: 119, Name: Bradley Stafford, Total Points: 3
NOTICE:  Player ID: 229, Name: Cheryl Matthews, Total Points: 2
NOTICE:  Player ID: 198, Name: Candice Anthony, Total Points: 29
NOTICE:  Player ID: 297, Name: Cameron Odom, Total Points: 9
NOTICE:  Player ID: 461, Name: Shelly Hopper, Total Points: 1
NOTICE:  Player ID: 106, Name: Angela Anderson, Total Points: 3
NOTICE:  Player ID: 392, Name: Bruce Ramirez, Total Points: 13
NOTICE:  Player ID: 114, Name: Sharon Hayden, Total Points: 12
NOTICE:  Player ID: 379, Name: David Brown, Total Points: 5
NOTICE:  Player ID: 164, Name: Alea Woodard, Total Points: 3
NOTICE:  Player ID: 476, Name: Nora Barry, Total Points: 3
NOTICE:  Player ID: 310, Name: Kyla Quinn, Total Points: 6
NOTICE:  Player ID: 255, Name: Michelle Bishop, Total Points: 1
NOTICE:  Player ID: 178, Name: Kato Carlson, Total Points: 1
NOTICE:  Player ID: 375, Name: Randy Williams, Total Points: 5
NOTICE:  Player ID: 200, Name: Brandi Ferguson, Total Points: 14
NOTICE:  Player ID: 26, Name: Julie Lewis, Total Points: 17
NOTICE:  Player ID: 142, Name: Lisa Adams, Total Points: 11
NOTICE:  Player ID: 129, Name: Donovan Love, Total Points: 2
NOTICE:  Player ID: 24, Name: Bobby Moses, Total Points: 8
NOTICE:  Player ID: 311, Name: Paul Combs, Total Points: 7
NOTICE:  Player ID: 62, Name: Kathleen Becker, Total Points: 11
NOTICE:  Player ID: 83, Name: Jessica Walker, Total Points: 9
NOTICE:  Player ID: 150, Name: Ariel Hodge, Total Points: 8
NOTICE:  Player ID: 348, Name: Griffin May, Total Points: 25
NOTICE:  Player ID: 281, Name: James Barker, Total Points: 12
NOTICE:  Player ID: 293, Name: Michael Evans, Total Points: 8
NOTICE:  Player ID: 112, Name: Timothy Booth, Total Points: 21
NOTICE:  Player ID: 163, Name: Tanya Nguyen, Total Points: 25
NOTICE:  Player ID: 73, Name: Rae Peck, Total Points: 21
NOTICE:  Player ID: 215, Name: Carlos Williams, Total Points: 10
NOTICE:  Player ID: 15, Name: Lee Thompson, Total Points: 10
NOTICE:  Player ID: 281, Name: James Barker, Total Points: 3
NOTICE:  Player ID: 279, Name: Gabriel Rutledge, Total Points: 1
NOTICE:  Player ID: 290, Name: Kimberley Romero, Total Points: 19
NOTICE:  Player ID: 338, Name: Thomas Reyes, Total Points: 30
NOTICE:  Player ID: 384, Name: Lisa Davis, Total Points: 13
NOTICE:  Player ID: 290, Name: Kimberley Romero, Total Points: 3
NOTICE:  Player ID: 51, Name: Gannon Clayton, Total Points: 3
NOTICE:  Player ID: 325, Name: Kyle Harmon, Total Points: 28
NOTICE:  Player ID: 349, Name: Timothy Osborne, Total Points: 25
NOTICE:  Player ID: 57, Name: Hannah Fowler, Total Points: 10
NOTICE:  Player ID: 465, Name: Lila Joyner, Total Points: 6
NOTICE:  Player ID: 101, Name: Ira Guerrero, Total Points: 5
NOTICE:  Player ID: 239, Name: Hyatt Valenzuela, Total Points: 12
NOTICE:  Player ID: 32, Name: Adam Pierce, Total Points: 7
NOTICE:  Player ID: 98, Name: Maisie Nunez, Total Points: 9
NOTICE:  Player ID: 191, Name: Nicholas Velasquez, Total Points: 8
NOTICE:  Player ID: 250, Name: Jill Valdez, Total Points: 0
NOTICE:  Player ID: 324, Name: Darren Salazar, Total Points: 7
NOTICE:  Player ID: 201, Name: Amy Gibbs, Total Points: 28
NOTICE:  Player ID: 382, Name: Brandi Green, Total Points: 10
NOTICE:  Player ID: 463, Name: Adria Forbes, Total Points: 2
NOTICE:  Player ID: 130, Name: Cairo Merrill, Total Points: 0
NOTICE:  Player ID: 381, Name: Gina Pace, Total Points: 28
NOTICE:  Player ID: 265, Name: Jennifer Poole, Total Points: 30
NOTICE:  Player ID: 11, Name: Robert Harris, Total Points: 20
NOTICE:  Player ID: 271, Name: Colt Hurley, Total Points: 13
NOTICE:  Player ID: 350, Name: Brittany Snyder, Total Points: 19
NOTICE:  Player ID: 46, Name: Bell Tyler, Total Points: 21
NOTICE:  Player ID: 376, Name: Jorge Ewing, Total Points: 1
NOTICE:  Player ID: 214, Name: Samuel Horton, Total Points: 10
NOTICE:  Player ID: 369, Name: Lee Martinez, Total Points: 1
NOTICE:  Player ID: 265, Name: Lacey Dotson, Total Points: 10
NOTICE:  Player ID: 342, Name: Ruth Lynn, Total Points: 0
NOTICE:  Player ID: 414, Name: Harrison Melendez, Total Points: 9
NOTICE:  Player ID: 276, Name: Reece Little, Total Points: 13
NOTICE:  Player ID: 174, Name: Ricky Johnson, Total Points: 2
NOTICE:  Player ID: 130, Name: Jack Preston, Total Points: 14
NOTICE:  Player ID: 118, Name: Eagan Knight, Total Points: 19
NOTICE:  Player ID: 155, Name: Harry Jefferson, Total Points: 10
NOTICE:  Player ID: 142, Name: Noel Carroll, Total Points: 11
NOTICE:  Player ID: 299, Name: Michelle Miller, Total Points: 2
NOTICE:  Player ID: 398, Name: Joseph Johnson, Total Points: 9
NOTICE:  Player ID: 156, Name: Brett Molina, Total Points: 8
NOTICE:  Player ID: 148, Name: Brian Smith, Total Points: 11
NOTICE:  Player ID: 275, Name: Maisie Myers, Total Points: 5
NOTICE:  Player ID: 292, Name: Jessica Garcia, Total Points: 5
NOTICE:  Player ID: 44, Name: Taylor Lee, Total Points: 4
NOTICE:  Player ID: 222, Name: Jo Ware, Total Points: 12
NOTICE:  Player ID: 68, Name: Jennifer Burns, Total Points: 3
NOTICE:  Player ID: 173, Name: Nomlanga Dixon, Total Points: 18
NOTICE:  Player ID: 156, Name: Suzanne Matthews, Total Points: 8
NOTICE:  Player ID: 342, Name: Joseph Miller, Total Points: 0
NOTICE:  Player ID: 210, Name: Dan Perry, Total Points: 9
NOTICE:  Player ID: 200, Name: Brandi Ferguson, Total Points: 4
NOTICE:  Player ID: 87, Name: Ariana Kirkland, Total Points: 7
NOTICE:  Player ID: 256, Name: Gabriel Taylor, Total Points: 7
NOTICE:  Player ID: 320, Name: Cyrus Hester, Total Points: 5
NOTICE:  Player ID: 184, Name: Byron Ford, Total Points: 17
NOTICE:  Player ID: 28, Name: Daniel Yang, Total Points: 18
NOTICE:  Player ID: 181, Name: Avye Rice, Total Points: 12
NOTICE:  Player ID: 491, Name: Alexis Cohen, Total Points: 0
NOTICE:  Player ID: 300, Name: Bert Patrick, Total Points: 7
NOTICE:  Player ID: 197, Name: Emily Taylor, Total Points: 4
NOTICE:  Player ID: 18, Name: Joshua Evans, Total Points: 9
NOTICE:  Player ID: 19, Name: Kellie Bush, Total Points: 4
NOTICE:  Player ID: 253, Name: Scott Mcknight, Total Points: 1
NOTICE:  Player ID: 411, Name: Micah Durham, Total Points: 12
NOTICE:  Player ID: 30, Name: Sydney Lott, Total Points: 5
NOTICE:  Player ID: 298, Name: Samantha Jensen, Total Points: 1
NOTICE:  Player ID: 263, Name: Lucius Blanchard, Total Points: 27
NOTICE:  Player ID: 156, Name: Brett Molina, Total Points: 26
NOTICE:  Player ID: 107, Name: Zena Hopkins, Total Points: 22
NOTICE:  Player ID: 66, Name: Ashley Hernandez, Total Points: 4
NOTICE:  Player ID: 92, Name: Jimmy Robinson, Total Points: 12
NOTICE:  Player ID: 116, Name: Heather Padilla, Total Points: 12
NOTICE:  Player ID: 150, Name: Ariel Hodge, Total Points: 4
NOTICE:  Player ID: 17, Name: Caesar Baxter, Total Points: 29
NOTICE:  Player ID: 206, Name: Aileen Torres, Total Points: 7
NOTICE:  Player ID: 343, Name: David Nunez, Total Points: 1
NOTICE:  Player ID: 248, Name: Omar Weeks, Total Points: 9
NOTICE:  Player ID: 137, Name: Alan Gibson, Total Points: 30
NOTICE:  Player ID: 312, Name: Amethyst Bishop, Total Points: 12
NOTICE:  Player ID: 276, Name: Reece Little, Total Points: 2
NOTICE:  Player ID: 146, Name: Desiree Garrison, Total Points: 12
NOTICE:  Player ID: 170, Name: Jodi Stewart, Total Points: 5
NOTICE:  Player ID: 92, Name: Jimmy Robinson, Total Points: 5
NOTICE:  Player ID: 380, Name: Gavin Best, Total Points: 13
NOTICE:  Player ID: 475, Name: Brock Mckee, Total Points: 9
NOTICE:  Player ID: 351, Name: Rashad Whitley, Total Points: 12
NOTICE:  Player ID: 383, Name: Andrew Brown, Total Points: 28
NOTICE:  Player ID: 393, Name: Robert Day, Total Points: 1
NOTICE:  Player ID: 174, Name: Ricky Johnson, Total Points: 4
NOTICE:  Player ID: 116, Name: Macon Anthony, Total Points: 12
NOTICE:  Player ID: 188, Name: Timothy Thompson, Total Points: 14
NOTICE:  Player ID: 33, Name: Richard Donovan, Total Points: 0
NOTICE:  Player ID: 10, Name: Andrew Edwards, Total Points: 15
NOTICE:  Player ID: 211, Name: Darren Shepard, Total Points: 11
NOTICE:  Player ID: 87, Name: Eric Lopez, Total Points: 7
NOTICE:  Player ID: 176, Name: Ashton Thomas, Total Points: 28
NOTICE:  Player ID: 266, Name: Alma Acosta, Total Points: 26
NOTICE:  Player ID: 399, Name: Anthony Cochran, Total Points: 25
NOTICE:  Player ID: 129, Name: Gary Cortez, Total Points: 8
NOTICE:  Player ID: 353, Name: Jesse Reed, Total Points: 13
NOTICE:  Player ID: 372, Name: Eric Parks, Total Points: 11
NOTICE:  Player ID: 148, Name: Shad Powers, Total Points: 15
NOTICE:  Player ID: 129, Name: Donovan Love, Total Points: 8
NOTICE:  Player ID: 45, Name: Idona George, Total Points: 22
NOTICE:  Player ID: 57, Name: Hannah Fowler, Total Points: 2
NOTICE:  Player ID: 56, Name: Hadassah Duncan, Total Points: 18
NOTICE:  Player ID: 8, Name: Dylan Becker, Total Points: 3
NOTICE:  Player ID: 135, Name: William Brooks, Total Points: 3
NOTICE:  Player ID: 473, Name: Harper Munoz, Total Points: 13
NOTICE:  Player ID: 73, Name: Julie Lane, Total Points: 6
NOTICE:  Player ID: 85, Name: Emily Stephens, Total Points: 8
NOTICE:  Player ID: 258, Name: Melanie Nunez, Total Points: 16
NOTICE:  Player ID: 360, Name: Stephen Adkins, Total Points: 1
NOTICE:  Player ID: 48, Name: Gloria Slater, Total Points: 4
NOTICE:  Player ID: 196, Name: Lori Flynn, Total Points: 6
NOTICE:  Player ID: 89, Name: Kai Nielsen, Total Points: 10
NOTICE:  Player ID: 45, Name: Mark Simon, Total Points: 2
NOTICE:  Player ID: 80, Name: Christopher Brandt, Total Points: 17
NOTICE:  Player ID: 127, Name: Elliott Burt, Total Points: 11
NOTICE:  Player ID: 241, Name: Denise Ortiz, Total Points: 1
NOTICE:  Player ID: 369, Name: Denton Hunter, Total Points: 1
NOTICE:  Player ID: 2, Name: Thomas Smith, Total Points: 7
NOTICE:  Player ID: 174, Name: Jillian Doyle, Total Points: 2
NOTICE:  Player ID: 302, Name: John Newman, Total Points: 24
NOTICE:  Player ID: 293, Name: Brenna Floyd, Total Points: 8
NOTICE:  Player ID: 221, Name: Bernard Stokes, Total Points: 12
NOTICE:  Player ID: 2, Name: Thomas Smith, Total Points: 2
NOTICE:  Player ID: 395, Name: Edward Kidd, Total Points: 13
NOTICE:  Player ID: 289, Name: Albert Dominguez, Total Points: 24
NOTICE:  Player ID: 314, Name: Jarrod Cotton, Total Points: 24
NOTICE:  Player ID: 53, Name: Zia Lester, Total Points: 9
NOTICE:  Player ID: 174, Name: Jillian Doyle, Total Points: 4
NOTICE:  Player ID: 87, Name: Eric Lopez, Total Points: 7
NOTICE:  Player ID: 155, Name: Harry Jefferson, Total Points: 0
NOTICE:  Player ID: 378, Name: Cody Garcia, Total Points: 3
NOTICE:  Player ID: 181, Name: Avye Rice, Total Points: 12
NOTICE:  Player ID: 47, Name: Emerson Brady, Total Points: 6
NOTICE:  Player ID: 78, Name: Nicholas Vance, Total Points: 30
NOTICE:  Player ID: 127, Name: Jonathan Underwood, Total Points: 11
NOTICE:  Player ID: 124, Name: Anika Decker, Total Points: 0
NOTICE:  Player ID: 388, Name: Gerald Lewis, Total Points: 20
NOTICE:  Player ID: 360, Name: Bell Sawyer, Total Points: 20
NOTICE:  Player ID: 155, Name: Lars Richards, Total Points: 10
NOTICE:  Player ID: 327, Name: Frank Benton, Total Points: 28
NOTICE:  Player ID: 244, Name: Kelly Hill, Total Points: 12
NOTICE:  Player ID: 395, Name: Veronica Casey, Total Points: 25
NOTICE:  Player ID: 47, Name: Emerson Brady, Total Points: 1
NOTICE:  Player ID: 238, Name: Jacob Wilkinson, Total Points: 26
NOTICE:  Player ID: 185, Name: Martin Oliver, Total Points: 9
NOTICE:  Player ID: 24, Name: Fulton Kelley, Total Points: 8
NOTICE:  Player ID: 217, Name: Erica Martin, Total Points: 28
NOTICE:  Player ID: 188, Name: Kelsie Perkins, Total Points: 6
NOTICE:  Player ID: 221, Name: Bernard Stokes, Total Points: 30
NOTICE:  Player ID: 23, Name: Stephanie Ballard, Total Points: 14
NOTICE:  Player ID: 74, Name: Rodney Graves, Total Points: 5
NOTICE:  Player ID: 36, Name: Bernard Schwartz, Total Points: 4
NOTICE:  Player ID: 179, Name: Vernon Holden, Total Points: 9
NOTICE:  Player ID: 143, Name: Christian Chung, Total Points: 0
NOTICE:  Player ID: 359, Name: Phyllis Meyer, Total Points: 27
NOTICE:  Player ID: 45, Name: Mark Simon, Total Points: 22
NOTICE:  Player ID: 136, Name: Donna Smith, Total Points: 24
NOTICE:  Player ID: 185, Name: Clayton Gonzales, Total Points: 22
NOTICE:  Player ID: 236, Name: Jaden Wong, Total Points: 9
NOTICE:  Player ID: 212, Name: Michael Cooper, Total Points: 1
NOTICE:  Player ID: 83, Name: Belle Hood, Total Points: 9
NOTICE:  Player ID: 102, Name: Ricky Evans, Total Points: 18
NOTICE:  Player ID: 254, Name: Tobias Sloan, Total Points: 8
NOTICE:  Player ID: 7, Name: Malcolm Beard, Total Points: 5
NOTICE:  Player ID: 331, Name: Armand Delgado, Total Points: 10
NOTICE:  Player ID: 125, Name: Noah Whitaker, Total Points: 1
NOTICE:  Player ID: 390, Name: Austin Harvey, Total Points: 18
NOTICE:  Player ID: 345, Name: Stephanie Jones, Total Points: 1
NOTICE:  Player ID: 71, Name: Angelica Chambers, Total Points: 4
NOTICE:  Player ID: 278, Name: Irma King, Total Points: 3
NOTICE:  Player ID: 336, Name: Jeremy Hicks, Total Points: 0
NOTICE:  Player ID: 178, Name: Ashley Jackson, Total Points: 8
NOTICE:  Player ID: 161, Name: Connor Hall, Total Points: 26
NOTICE:  Player ID: 76, Name: Anthony Ortiz, Total Points: 25
NOTICE:  Player ID: 19, Name: Kellie Bush, Total Points: 10
NOTICE:  Player ID: 95, Name: Barbara Barton, Total Points: 22
NOTICE:  Player ID: 386, Name: Gary Berry, Total Points: 4
NOTICE:  Player ID: 36, Name: Bernard Schwartz, Total Points: 27
NOTICE:  Player ID: 200, Name: Ursula Dodson, Total Points: 14
NOTICE:  Player ID: 151, Name: Patricia Ellison, Total Points: 11
NOTICE:  Player ID: 340, Name: Angela Sloan, Total Points: 4
NOTICE:  Player ID: 85, Name: Kai Warren, Total Points: 22
NOTICE:  Player ID: 380, Name: David Colon, Total Points: 13
NOTICE:  Player ID: 264, Name: Jacqueline Anderson, Total Points: 9
NOTICE:  Player ID: 199, Name: Kyla Brennan, Total Points: 4
NOTICE:  Player ID: 48, Name: Gloria Slater, Total Points: 12
NOTICE:  Player ID: 172, Name: Michael Nelson, Total Points: 3
NOTICE:  Player ID: 78, Name: Nicholas Vance, Total Points: 12
NOTICE:  Player ID: 176, Name: Michelle Smith, Total Points: 2
NOTICE:  Player ID: 173, Name: Christopher Jordan, Total Points: 18
NOTICE:  Player ID: 434, Name: Madaline Hopper, Total Points: 8
NOTICE:  Player ID: 246, Name: Kelsie Mendoza, Total Points: 1
NOTICE:  Player ID: 129, Name: Gary Cortez, Total Points: 2
NOTICE:  Player ID: 486, Name: Brian York, Total Points: 1
NOTICE:  Player ID: 306, Name: Julie Phillips, Total Points: 16
NOTICE:  Player ID: 7, Name: Alexandria Griffith, Total Points: 12
NOTICE:  Player ID: 374, Name: Christopher Wright, Total Points: 9
NOTICE:  Player ID: 284, Name: Nathan Mckee, Total Points: 7
NOTICE:  Player ID: 134, Name: Carlos Hernandez, Total Points: 0
NOTICE:  Player ID: 72, Name: Jennifer Foster, Total Points: 8
NOTICE:  Player ID: 219, Name: Anita Mullen, Total Points: 1
NOTICE:  Player ID: 279, Name: Allen Noble, Total Points: 1
NOTICE:  Player ID: 345, Name: Yeo Frost, Total Points: 10
NOTICE:  Player ID: 500, Name: Maite Mckinney, Total Points: 2
NOTICE:  Player ID: 322, Name: Kyle Kim, Total Points: 30
NOTICE:  Player ID: 291, Name: Theodore Franco, Total Points: 7
NOTICE:  Player ID: 317, Name: Katie Henderson, Total Points: 18
NOTICE:  Player ID: 19, Name: Kameko Irwin, Total Points: 10
NOTICE:  Player ID: 384, Name: Lisa Davis, Total Points: 0
NOTICE:  Player ID: 234, Name: Isaac Steele, Total Points: 1
NOTICE:  Player ID: 220, Name: Lauren Soto, Total Points: 18
NOTICE:  Player ID: 79, Name: Garth Wooten, Total Points: 10
NOTICE:  Player ID: 79, Name: Molly Knox, Total Points: 10
NOTICE:  Player ID: 427, Name: Cedric Ortega, Total Points: 11
NOTICE:  Player ID: 261, Name: Tricia Shelton, Total Points: 12
NOTICE:  Player ID: 223, Name: Karleigh O'connor, Total Points: 8
NOTICE:  Player ID: 380, Name: David Colon, Total Points: 12
NOTICE:  Player ID: 240, Name: Derrick Ochoa, Total Points: 16
NOTICE:  Player ID: 305, Name: Jamie Lawson, Total Points: 3
NOTICE:  Player ID: 236, Name: Jaden Wong, Total Points: 4
NOTICE:  Player ID: 43, Name: Pamela Anderson, Total Points: 9
NOTICE:  Player ID: 275, Name: Maisie Myers, Total Points: 6
NOTICE:  Player ID: 276, Name: Matthew Lane, Total Points: 2
NOTICE:  Player ID: 338, Name: Tanya Holt, Total Points: 3
NOTICE:  Player ID: 46, Name: Jennifer Smith, Total Points: 12
NOTICE:  Player ID: 6, Name: Jennifer Silva, Total Points: 5
NOTICE:  Player ID: 13, Name: Arthur Mcconnell, Total Points: 24
NOTICE:  Player ID: 344, Name: Harry Brock, Total Points: 20
NOTICE:  Player ID: 168, Name: Jennifer Miller, Total Points: 8
NOTICE:  Player ID: 243, Name: Gary Cunningham, Total Points: 1
NOTICE:  Player ID: 223, Name: Karleigh O'connor, Total Points: 19
NOTICE:  Player ID: 275, Name: Troy Morris, Total Points: 6
NOTICE:  Player ID: 117, Name: Ciara Moreno, Total Points: 29
NOTICE:  Player ID: 228, Name: Tammy Edwards, Total Points: 10
NOTICE:  Player ID: 205, Name: Beck Frye, Total Points: 8
NOTICE:  Player ID: 41, Name: Sarah Rogers, Total Points: 2
NOTICE:  Player ID: 369, Name: Denton Hunter, Total Points: 20
NOTICE:  Player ID: 294, Name: Morgan Malone, Total Points: 0
NOTICE:  Player ID: 55, Name: Bryan Wilson, Total Points: 21
NOTICE:  Player ID: 9, Name: Ashley Graves, Total Points: 25
NOTICE:  Player ID: 382, Name: Brandi Green, Total Points: 4
NOTICE:  Player ID: 61, Name: Katherine Pham, Total Points: 15
NOTICE:  Player ID: 102, Name: Xanthus Holt, Total Points: 2
NOTICE:  Player ID: 283, Name: Charissa Vance, Total Points: 12
NOTICE:  Player ID: 25, Name: Patricia Fernandez, Total Points: 13
NOTICE:  Player ID: 192, Name: Michael Frederick, Total Points: 9
NOTICE:  Player ID: 304, Name: Kenyon Church, Total Points: 3
NOTICE:  Player ID: 253, Name: Dolan Hammond, Total Points: 26
NOTICE:  Player ID: 442, Name: Solomon Neal, Total Points: 2
NOTICE:  Player ID: 246, Name: Andrea Wilson, Total Points: 1
NOTICE:  Player ID: 139, Name: Anthony Woodward, Total Points: 11
NOTICE:  Player ID: 52, Name: Jose Young, Total Points: 11
NOTICE:  Player ID: 415, Name: Kristen Welch, Total Points: 3
NOTICE:  Player ID: 251, Name: Kenneth Kidd, Total Points: 2
NOTICE:  Player ID: 137, Name: Alexander Moreno, Total Points: 5
NOTICE:  Player ID: 114, Name: Brielle Doyle, Total Points: 17
NOTICE:  Player ID: 324, Name: Darren Salazar, Total Points: 10
NOTICE:  Player ID: 110, Name: Jordan Melton, Total Points: 4
NOTICE:  Player ID: 89, Name: John Jones, Total Points: 5
NOTICE:  Player ID: 387, Name: Lillith Baldwin, Total Points: 27
NOTICE:  Player ID: 395, Name: Veronica Casey, Total Points: 13
NOTICE:  Player ID: 7, Name: Malcolm Beard, Total Points: 12
NOTICE:  Player ID: 311, Name: Liberty Mcfarland, Total Points: 7
NOTICE:  Player ID: 16, Name: Hoyt Norman, Total Points: 15
NOTICE:  Player ID: 34, Name: Thomas Gonzalez, Total Points: 1
NOTICE:  Player ID: 66, Name: Cherokee Cochran, Total Points: 4
NOTICE:  Player ID: 386, Name: Gary Berry, Total Points: 12
NOTICE:  Player ID: 359, Name: Wade Marsh, Total Points: 27
NOTICE:  Player ID: 332, Name: Caleb Joseph, Total Points: 11
NOTICE:  Player ID: 337, Name: Michele Smith, Total Points: 12
NOTICE:  Player ID: 319, Name: Joshua Collins, Total Points: 19
NOTICE:  Player ID: 44, Name: Ian Schmidt, Total Points: 4
NOTICE:  Player ID: 373, Name: Reuben Berger, Total Points: 4
NOTICE:  Player ID: 6, Name: Jennifer Silva, Total Points: 25
NOTICE:  Player ID: 36, Name: Denise Hall, Total Points: 27
NOTICE:  Player ID: 391, Name: Deborah Porter, Total Points: 12
NOTICE:  Player ID: 256, Name: Jakeem Carlson, Total Points: 3
NOTICE:  Player ID: 311, Name: Liberty Mcfarland, Total Points: 10
NOTICE:  Player ID: 8, Name: Quin Walker, Total Points: 3
NOTICE:  Player ID: 192, Name: Celeste Moss, Total Points: 9
NOTICE:  Player ID: 228, Name: Tammy Edwards, Total Points: 10
NOTICE:  Player ID: 234, Name: Quyn Patel, Total Points: 0
NOTICE:  Player ID: 16, Name: Hoyt Norman, Total Points: 5
NOTICE:  Player ID: 278, Name: Irma King, Total Points: 9
NOTICE:  Player ID: 354, Name: Stephanie Smith, Total Points: 15
